id,title,author,genre,age_group,availability,description,thumbnail_url
674,Picnic Time And Other Stories,Roderick Hunt,,0-2;2-4;4-10;10+,available,"This collection focuses on combining sounds (single letters and letter pairs) to read simple words and sentences. These engaging stories include tips for reading together and for talking about the story, puzzles and fun activities.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/674.jpg
675,Pig Gets Stuck,Heather Amery,Childrens>Picture Books;Childrens,0-2;2-4;4-10;10+,available,"This title introduces Mrs Boot the farmer, her children, Poppy and Sam, and their animals, Rusty the dog, Curly the pig, and Woolly the sheep, and all the other characters at Apple Tree Farm.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/675.jpg
676,Piglet'S April Adventure, ,,0-2;2-4;4-10;10+,available, ,
677,Pinkalicious Puptastic!,Victoria Kann,Childrens;Childrens>Picture Books;Animals>Dogs;Fiction;Childrens>Juvenile,0-2;2-4;4-10;10+,available,"Pinkalicious: Puptastic is a Level One I Can Read adventure and is carefully crafted using short sentences, familiar words, and simple concepts for children eager to read on their own.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/677.jpg
678,Pinocchio,,Classics;Fantasy;Fiction;Childrens;European Literature>Italian Literature;Adventure;Cultural>Italy;Fantasy>Fairy Tales;Literature;Literature>19th Century,0-2;2-4;4-10;10+,available,"Pinocchio, The Tale of a Puppet follows the adventures of a talking wooden puppet whose nose grew longer whenever he told a lie and who wanted more than anything else to become a real boy.As carpenter Master Antonio begins to carve a block ...",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/678.jpg
679,Playful Pets, ,,0-2;2-4;4-10;10+,available, ,
680,Pluto'S Day At School, ,Childrens>Picture Books;Science;Space;Nonfiction;Humor;Childrens;Astronomy>Planets;Science>Astronomy;Animals>Anthropomorphic;Childrens>Juvenile,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/680.jpg
681,Pooh'S March March,A. A. Milne,Childrens;Classics;Audiobook;Childrens>Childrens Classics,0-2;2-4;4-10;10+,available,"A hands-on adventure starring Winnie the Pooh features touchable, tactile pages that depict Pooh's fuzzy fur, Rabbit's scratchy doorway, Christopher Robin's soft shirt, and Pooh's sticky honey pot.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/681.jpg
682,Popular Moral Stories, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/682.jpg
683,Pop-Up Peekaboo! First Words,Clare Lloyd (Children's book author),,0-2;2-4;4-10;10+,available,Read the simple rhyming text and lift the flaps to discover what - and who - is hiding underneath. Your little one will love recognising familiar objects on the page.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/683.jpg
684,Po'S Scooter,Andrew Davenport,,0-2;2-4;4-10;10+,available,"Po loves riding her scooter - up and down, round and round, in and out, all about, fast and slow, high and low. Watch out Tinky Winky, Dipsy and Laa-Laa!",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/684.jpg
685,Pranavina Chitra,,,0-2;2-4;4-10;10+,available,,
686,Pretty Princess,,Humor;Fantasy;Horror,0-2;2-4;4-10;10+,available,,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/686.jpg
687,Princess And The Unicorn, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/687.jpg
688,Princess Frog,,Fantasy;Fantasy>Fairy Tales;Young Adult;Childrens>Middle Grade;Romance;Fantasy>Magic;Childrens;Fiction;Retellings;Adventure,0-2;2-4;4-10;10+,available,"Tiana dreams of opening her own restaurant in New Orleans, but her hopes are dashed when she kisses Naveen, a prince who has been turned into a frog, and she is transformed into a frog as well.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/688.jpg
689,Princess Kai-Lan, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/689.jpg
690,Princess Mia And The Big Smile, ,Romance;Young Adult;Contemporary;Fiction;Womens Fiction>Chick Lit;Adult;Adult Fiction;Humor;New Adult;Romance>Contemporary Romance,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/690.jpg
691,Princess Penelope And The Runaway Kitten,Alison Murray,Childrens>Picture Books;Animals>Cats;Childrens;Fairy Tales>Princesses;Animals;Adventure;Childrens>Storytime,0-2;2-4;4-10;10+,available,"With sparkly glitter on every page, this tactile treat from a new picture book talent follows Princess Penelope's search for her mischievous kitten. This paperback edition includes a free audio reading.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/691.jpg
692,Puch, ,,0-2;2-4;4-10;10+,available, ,
693,Puffin Peter,Petr Horacek,Childrens>Picture Books;Animals;Animals>Birds;Childrens>Storytime;Childrens;Fiction;Adventure;Environment>Nature;Travel;Art,0-2;2-4;4-10;10+,available,"When his best friend is lost in a terrible storm, an intrepid young puffin teams up with a big blue whale to mount a rescue mission and discovers that while many other birds match his friend's description, none are quite the same.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/693.jpg
694,Puppy  Love, ,Romance;Contemporary;Romance>Contemporary Romance;Adult;Animals>Dogs;Fiction;Animals;Audiobook;Womens Fiction>Chick Lit;Family,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/694.jpg
695,Puss In Boots, ,Childrens>Picture Books;Childrens;Classics;Fantasy>Fairy Tales;Fantasy;Fiction;Animals;Cultural>France;Animals>Cats;Short Stories,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/695.jpg
696,Putani Beralugalu,,,0-2;2-4;4-10;10+,available,,
697,Puzzle Castle,Susannah Leigh,Childrens>Picture Books;Childrens,0-2;2-4;4-10;10+,available,"Puzzle adventure. 7 yrs+ There is a monster lurking somewhere deep in the dungeons of Puzzle Castle, but only Sophie the knight is brave enough to find it. Join Sophie as she journeys through Puzzle Castle.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/697.jpg
698,Puzzle Farm,Roger Priddy,,0-2;2-4;4-10;10+,available,"""With puzzle pieces to place on each page and things to find, this book is a fun introduction to life on the farm.""--Back cover.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/698.jpg
699,Puzzle Holiday,Susannah Leigh,Childrens,0-2;2-4;4-10;10+,available,"When Katy and Tim are invited to the Puzzle Holiday Park, they know they're in for a fun-packed day.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/699.jpg
700,Puzzle Moutain,Susannah Leigh,Childrens;Mathematics>Puzzles;Childrens>Picture Books,0-2;2-4;4-10;10+,available,,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/700.jpg
701,Puzzle Ocean,Susannah Leigh,Childrens;Childrens>Picture Books,0-2;2-4;4-10;10+,available,An underwater story linked with picture puzzles. 5-8 yrs.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/701.jpg
702,Puzzle Palace,Susannah Leigh,,0-2;2-4;4-10;10+,available,Princess Posy solves puzzles as she hunts for a dragon.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/702.jpg
703,Queen Anneena'S Feast,Julia Donaldson,,0-2;2-4;4-10;10+,available,"The series contains a variety of storylines, rhyme, rhythm and genre ensuring there is something for every child to enjoy. The rich, patterned language in the stories is decodable making them perfect for children to practise their phonics.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/703.jpg
704,Question And  Answer Quiz Book, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/704.jpg
705,Rabbit'S Ears,Amber Stewart,Childrens>Picture Books;Animals>Rabbits;Animals;Childrens;Family;Fiction,0-2;2-4;4-10;10+,available,Little Hopscotch the rabbit refuses to wash his ears until his older cousin Bobtail comes to visit and he learns something about being grown up. By the illustrator of The Handmade Alphabet.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/705.jpg
706,Rabbit'S Nap,Julia Donaldson,Childrens;Childrens>Picture Books;Animals>Anthropomorphic;Animals;Poetry;Fiction,0-2;2-4;4-10;10+,available,Rabbit tries to find somewhere peaceful to sleep. Story in rhyme with flaps to lift.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/706.jpg
707,Ranganna,Arthi Anand Navaneeth,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/707.jpg
708,Ranu Main Kya Janu?,Asghar Vajahath,,0-2;2-4;4-10;10+,available, ,
709,Real Neighbours, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/709.jpg
710,Rebuild India,Swami Vivekananda,,0-2;2-4;4-10;10+,available,"This book published by Advaita Ashrama, a publication house of Ramakrishna Math, Belur Math, is a collection of ideas of Swami Vivekananda on Indiaâ€™s fall, her present condition, the way to her regeneration, and also his message to the ...",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/710.jpg
711,Recycling Fun!,Sanjay,,0-2;2-4;4-10;10+,available, ,
712,Red Sun Ke Alien,Jane Cabrera,,0-2;2-4;4-10;10+,available, ,
713,Red Triangle, ,Mystery;Literature>20th Century;Mystery>Crime,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/713.jpg
714,Rent A Bridesmaid,Jacqueline Wilson,Childrens>Middle Grade;Childrens;Fiction;Contemporary;Young Adult,0-2;2-4;4-10;10+,available,,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/714.jpg
715,Richard Iii,William Shakespeare,Classics;Plays;Drama;Fiction;Historical>Historical Fiction;Plays>Theatre;Academic>School;Literature;Poetry;Historical,0-2;2-4;4-10;10+,available,"Final play in Shakespeare's dramatization of the strife between the Houses of York and Lancaster. Richard is stunning archvillain who seduces, betrays, and murders his way to the throne. Explanatory footnotes.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/715.jpg
716,Richard Scarry'S The Early Bird,Richard Scarry,Childrens;Childrens>Picture Books;Fiction;Animals;Childrens>1st Grade;Childrens>2nd Grade,0-2;2-4;4-10;10+,available,After several cases of mistaken identity Early Bird finally finds a worm to play with.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/716.jpg
717,Roar A Feel And Fit Shapes Book Of Dinosaur Counting, ,Childrens,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/717.jpg
718,Romeo And Juliet,William Shakespeare,Classics;Plays;Fiction;Romance;Academic>School;Drama;Academic>Read For School;Literature;Young Adult>High School;Poetry,0-2;2-4;4-10;10+,available,This legendary Shakespeare series features authoritative and meticulously researched texts paired with scholarship by renowned Shakespeareans.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/718.jpg
719,Romp In The Swamp,Ian Whybrow,Childrens>Picture Books;Childrens;Animals>Dinosaurs,0-2;2-4;4-10;10+,available,Harry has to go to Charlie's house and he doesn't want her to play with his dinosaurs.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/719.jpg
720,Room On The Broom,Julia Donaldson,Childrens>Picture Books;Childrens;Holiday>Halloween;Fiction;Animals;Fantasy;Paranormal>Witches;Poetry;Holiday;Childrens>Storytime,0-2;2-4;4-10;10+,available,"A witch finds room on her broom for all the animals that ask for a ride, and they repay her kindness by rescuing her from a dragon. On board pages.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/720.jpg
721,Rooster Raga,Natasha Sharma,,0-2;2-4;4-10;10+,available,"With gleefully gross illustrations by highly acclaimed childrenâ€™s illustrator Anitha Balachandran, Icky, Yucky, Mucky! will have children squirming in their chairs and yelling with delight.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/721.jpg
722,Rooster'S Off To See The World,Eric Carle,Childrens>Picture Books;Childrens;Animals;Science>Mathematics;Number>Counting;Fiction;Mathematics>Number;Adventure;Travel;Animals>Birds,0-2;2-4;4-10;10+,available,"Walter the Baker has a pretzel twist of a problem in this Ready-to-Read edition of a favorite from the creator of ""The Very Hungry Caterpillar."" Walter the Baker is famous for his breads, rolls, cookies, tarts, and pies.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/722.jpg
723,Rosalie The Rapunzel Fairy,Daisy Meadows,Childrens;Fantasy;Fiction;Childrens>Chapter Books;Paranormal>Fairies,0-2;2-4;4-10;10+,available,"Rachel and Kirsty are having a great time at Wetherbury Storytelling Festival. But when they come to read the story of Rapunzel, she has long blue hair and a grumpy face! Could this be the work of nasty Jack Frost?",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/723.jpg
724,Rose And Hope,Suzanne I. Barchers,,0-2;2-4;4-10;10+,available,"One of six books from the Tag Reading System Learn to Read Book Set 2 - Long Vowels, Silent E and Y. Each book has three modes: Say it! (touch words with Tag Reader to hear them read aloud), Spell it! (touch letters to hear how words are ...",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/724.jpg
725,Rosie'S Hat,Julia Donaldson,Childrens>Picture Books;Childrens,0-2;2-4;4-10;10+,available,Follows the adventures of Rosie's hat over the years since it blew off her head in a sudden gust of wind.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/725.jpg
726,Rotten School Calling All Birdbrains,R.L. Stine,Humor,0-2;2-4;4-10;10+,available,Bernie Bridges is the luckiest kid at Rotten School.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/726.jpg
727,"Row,Row,Row Your Boat And Other Rhymes", ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/727.jpg
728,Ruby'S Worry,Tom Percival,Childrens>Picture Books;Childrens;Health>Mental Health;Psychology>Emotion;Fiction;Childrens>Storytime;Cultural>African American;Cultural;Kids;Psychology,0-2;2-4;4-10;10+,available,Ruby loves being Ruby.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/728.jpg
729,Rudolph The Red-Nosed Reindeer, ,Holiday>Christmas;Childrens>Picture Books;Childrens;Holiday;Classics;Fiction;Fantasy;Animals;Poetry;Audiobook,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/729.jpg
730,Rumble In The Jungle,Giles Andreae,Childrens>Picture Books;Animals;Poetry;Childrens;Fiction;Childrens>Storytime;Environment>Nature;Childrens>Juvenile;Academic>School;Humor,0-2;2-4;4-10;10+,available,"Come into the jungle for a noisy, rhyming animal adventure in this colourful read-aloud picture book! There's a rumble in the jungle, There's a whisper in the trees, The animals are waking up, And rustling the leaves .",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/730.jpg
731,Rusty Runs Away,Ruskin Bond,Fiction;Classics;Childrens,0-2;2-4;4-10;10+,available,"In the five years of his life that this book traces, Rustyâ€™s story is taken forward to his adolescent years.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/731.jpg
732,Rusty'S Train Ride,Heather Amery,Childrens>Picture Books;Childrens;Railways>Trains,0-2;2-4;4-10;10+,available,"Poppy, Sam, Mrs. Boot, and their dog Rusty discover the newly restored Apple Tree Railway and its steam train!",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/732.jpg
733,Saheli,Sureka Panadikar,,0-2;2-4;4-10;10+,available, ,
734,Sam Sheep Can'T Sleep,Phil Roxbee Cox,Childrens>Picture Books;Childrens;Animals;Academic>School;Teaching;Fiction,0-2;2-4;4-10;10+,available,"Toad moves into a new house on top of a hill, but no one can get to it until she builds a road leading to her house.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/734.jpg
735,Sam'S Pot,Julia Donaldson,Childrens,0-2;2-4;4-10;10+,available,"The series contains a variety of storylines, rhyme, rhythm and genre ensuring there is something for every child to enjoy. The rich, patterned language in the stories is decodable making them perfect for children to practise their phonics.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/735.jpg
736,Sandy Bay Surprise,Alison Caldwell,Contemporary;Romance,0-2;2-4;4-10;10+,available,,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/736.jpg
737,Santa Claus,,Holiday>Christmas;Fantasy;Classics;Fiction;Childrens;Holiday;Young Adult;Audiobook;Childrens>Middle Grade;Fantasy>Fairy Tales,0-2;2-4;4-10;10+,available,,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/737.jpg
738,Santa'S Little Elf, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/738.jpg
739,Sappu Ke Dosth,Swayam Prakash,,0-2;2-4;4-10;10+,available,,
740,"Satya, Watch Out!",Yamini Vijayan,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/740.jpg
741,Saurus Street,Nick Falk,,0-2;2-4;4-10;10+,available,"He lives just up the road from me on Saurus Street, and we've known each other since we were babies. We love going on g together. Once we even travelled back in time. When Jack's around, everything's an adventure. 'Wow, ' saysjack.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/741.jpg
742,Say Cheese,Lauren child,Childrens>Picture Books;Childrens;Fiction;Humor;Realistic Fiction,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/742.jpg
743,Say Hello To The Baby Animals,Ian Whybrow,,0-2;2-4;4-10;10+,available,"With simple rhyming text from Ian Whybrow, author of the bestselling The Tickle Book, and warm, expressive illustrations from Ed Eaves, Say Hello to the Baby Animals is a charming story and a favourite of parents and children alike.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/743.jpg
744,Scarecrow'S Secret,Heather Amery,Childrens>Picture Books;Childrens,0-2;2-4;4-10;10+,available,Don't forget to spot the Little Yellow Duck on every double page. This is a highly illustrated ebook that can only be read on the Kindle Fire or other tablet.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/744.jpg
745,School'S Out,Johanna Hurwitz,,0-2;2-4;4-10;10+,available,"Excited about the prospects of playing practical jokes on the non-English-speaking French girl who will be spending the summer in his house, Lucas gathers his friends together for the fun.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/745.jpg
746,Scrambled Eggs Super,Dr. Seuss,Childrens>Picture Books;Childrens;Fiction;Poetry;Classics;Fantasy;Humor;Animals;Childrens>Juvenile;Sequential Art>Graphic Novels,0-2;2-4;4-10;10+,available,"Featuring zany egg-layers such as the Sala-ma-goox, the Tizzle-Topped Grouse, and the Bombastic Aghast, Scrambled Eggs Super! will hit the spot and leave readers wanting seconds. This Read & Listen edition contains audio narration.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-4/746.jpg
